epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,17.2223,1.74519,1.68012,1.44923,0.51315,0.625,0.50314,0.26546,1.50784,3.60661,1.47172,0.000267064,0.000267064,0.000267064
16,18.2604,1.54467,2.23866,1.41492,0.51315,0.625,0.50314,0.26546,1.50784,3.60661,1.47172,0.00028515,0.00028515,0.00028515
17,19.3472,1.7331,1.75451,1.43466,0.48869,0.75,0.56123,0.30531,1.49243,4.54953,1.4227,0.000303104,0.000303104,0.000303104
18,20.4509,1.44381,1.50002,1.26799,0.48869,0.75,0.56123,0.30531,1.49243,4.54953,1.4227,0.000320926,0.000320926,0.000320926
19,21.6027,1.50723,1.6277,1.27825,0.61129,0.75,0.72693,0.40166,1.55052,5.1949,1.40307,0.000338616,0.000338616,0.000338616
20,22.6518,1.62308,1.62028,1.47888,0.61129,0.75,0.72693,0.40166,1.55052,5.1949,1.40307,0.000356174,0.000356174,0.000356174
21,23.722,1.56494,1.33845,1.27553,0.78418,0.75,0.86185,0.48169,1.61083,4.91336,1.4004,0.0003736,0.0003736,0.0003736
22,24.8088,1.36,1.44945,1.19947,0.78418,0.75,0.86185,0.48169,1.61083,4.91336,1.4004,0.000390894,0.000390894,0.000390894
23,25.9179,1.27283,1.4763,1.17947,0.76343,0.75,0.84875,0.45613,1.57097,4.72595,1.34369,0.000408056,0.000408056,0.000408056
24,26.9451,1.35658,1.48488,1.25539,0.76343,0.75,0.84875,0.45613,1.57097,4.72595,1.34369,0.000425086,0.000425086,0.000425086
25,27.9988,1.40523,1.64494,1.2886,0.92517,0.75,0.8744,0.49033,1.54392,4.49178,1.29635,0.000441984,0.000441984,0.000441984
26,29.0145,1.47882,1.53793,1.22918,0.92517,0.75,0.8744,0.49033,1.54392,4.49178,1.29635,0.00045875,0.00045875,0.00045875
27,30.1077,1.39123,1.58211,1.22044,0.86493,0.8045,0.95475,0.49152,1.5317,4.05427,1.28092,0.000475384,0.000475384,0.000475384
28,31.1554,1.30723,1.50487,1.16604,0.86493,0.8045,0.95475,0.49152,1.5317,4.05427,1.28092,0.000491886,0.000491886,0.000491886
29,32.2842,1.39312,1.32003,1.24328,0.88461,1,0.995,0.51553,1.5604,3.09083,1.26041,0.000508256,0.000508256,0.000508256
30,33.3914,1.29177,1.21997,1.10217,0.88461,1,0.995,0.51553,1.5604,3.09083,1.26041,0.000524494,0.000524494,0.000524494
31,34.5291,1.19104,1.16065,1.12739,0.90708,1,0.995,0.56598,1.59377,2.04609,1.23806,0.0005406,0.0005406,0.0005406
32,35.6429,1.31949,1.05341,1.09457,0.90708,1,0.995,0.56598,1.59377,2.04609,1.23806,0.000556574,0.000556574,0.000556574
33,36.7356,1.23589,1.14328,1.08678,0.91303,1,0.995,0.56915,1.6762,1.71399,1.2363,0.000572416,0.000572416,0.000572416
34,37.7876,1.20493,1.05439,1.03669,0.91303,1,0.995,0.56915,1.6762,1.71399,1.2363,0.000588126,0.000588126,0.000588126
35,38.872,1.19592,1.17579,1.09789,0.93096,1,0.995,0.5656,1.67809,1.58583,1.23766,0.000603704,0.000603704,0.000603704
36,39.9347,1.30759,1.25639,1.15824,0.93096,1,0.995,0.5656,1.67809,1.58583,1.23766,0.00061915,0.00061915,0.00061915
37,41.016,1.26162,1.16663,1.11276,0.7909,1,0.95475,0.59147,1.65114,1.51757,1.19947,0.000634464,0.000634464,0.000634464
38,42.0894,1.23436,1.15644,1.12346,0.7909,1,0.95475,0.59147,1.65114,1.51757,1.19947,0.000649646,0.000649646,0.000649646
39,43.1679,1.12877,1.04812,1.0459,0.85731,0.875,0.92375,0.4653,1.8447,1.65982,1.22869,0.000664696,0.000664696,0.000664696
40,44.1977,1.11117,1.11741,1.02641,0.85731,0.875,0.92375,0.4653,1.8447,1.65982,1.22869,0.000679614,0.000679614,0.000679614
41,45.2237,1.09796,1.03276,1.01833,0.85731,0.875,0.92375,0.4653,1.8447,1.65982,1.22869,0.0006944,0.0006944,0.0006944
42,46.2886,1.32977,1.23629,1.09007,0.85874,0.875,0.91477,0.53218,1.66859,1.52766,1.17275,0.000709054,0.000709054,0.000709054
43,47.2668,1.21904,1.09821,1.10728,0.85874,0.875,0.91477,0.53218,1.66859,1.52766,1.17275,0.000723576,0.000723576,0.000723576
44,48.2576,1.21163,1.11454,1.07162,0.85874,0.875,0.91477,0.53218,1.66859,1.52766,1.17275,0.000737966,0.000737966,0.000737966
45,49.3157,1.15739,1.13011,1.09055,0.88757,0.98816,0.93944,0.60903,1.45538,1.08015,1.15762,0.000752224,0.000752224,0.000752224
46,50.3348,1.17264,1.17164,1.07339,0.88757,0.98816,0.93944,0.60903,1.45538,1.08015,1.15762,0.00076635,0.00076635,0.00076635
47,51.3458,1.11009,0.95678,1.03703,0.88757,0.98816,0.93944,0.60903,1.45538,1.08015,1.15762,0.000780344,0.000780344,0.000780344
48,52.4241,1.2073,0.92938,0.99632,1,0.99465,0.995,0.60476,1.39797,0.94626,1.20478,0.000794206,0.000794206,0.000794206
49,53.4772,1.09977,0.99499,1.0197,1,0.99465,0.995,0.60476,1.39797,0.94626,1.20478,0.000807936,0.000807936,0.000807936
50,54.4951,1.1616,1.01376,1.12061,1,0.99465,0.995,0.60476,1.39797,0.94626,1.20478,0.000821534,0.000821534,0.000821534
51,55.556,1.17173,1.05126,1.10702,0.98692,0.875,0.98167,0.64437,1.34156,0.96268,1.16689,0.000835,0.000835,0.000835
52,56.5955,1.02993,0.9363,1.0486,0.98692,0.875,0.98167,0.64437,1.34156,0.96268,1.16689,0.000848334,0.000848334,0.000848334
53,57.645,1.18219,1.0947,1.07623,0.98692,0.875,0.98167,0.64437,1.34156,0.96268,1.16689,0.000861536,0.000861536,0.000861536
54,58.7462,0.95542,0.93984,0.98057,0.97804,0.875,0.96227,0.59616,1.41046,1.08425,1.16186,0.000874606,0.000874606,0.000874606
55,59.786,1.11442,0.96283,1.00848,0.97804,0.875,0.96227,0.59616,1.41046,1.08425,1.16186,0.000887544,0.000887544,0.000887544
56,60.7928,1.13162,0.93792,1.04436,0.97804,0.875,0.96227,0.59616,1.41046,1.08425,1.16186,0.00090035,0.00090035,0.00090035
57,61.8384,1.03177,1.11217,1.03249,0.98885,0.875,0.98167,0.62812,1.41378,1.0004,1.17723,0.000913024,0.000913024,0.000913024
58,62.8456,1.11421,0.9217,1.03031,0.98885,0.875,0.98167,0.62812,1.41378,1.0004,1.17723,0.000925566,0.000925566,0.000925566
59,63.8775,1.0435,1.00226,1.00167,0.98885,0.875,0.98167,0.62812,1.41378,1.0004,1.17723,0.000937976,0.000937976,0.000937976
60,64.9203,1.1324,0.94743,1.01213,1,0.98979,0.995,0.60021,1.44522,1.01157,1.27486,0.000950254,0.000950254,0.000950254
61,65.9542,1.16263,0.9958,1.03763,1,0.98979,0.995,0.60021,1.44522,1.01157,1.27486,0.0009624,0.0009624,0.0009624
62,66.9925,1.02813,0.96332,1.0354,1,0.98979,0.995,0.60021,1.44522,1.01157,1.27486,0.000974414,0.000974414,0.000974414
63,68.066,1.10775,0.98943,1.05858,1,0.99178,0.995,0.6256,1.33418,0.98951,1.22493,0.000986296,0.000986296,0.000986296
64,69.0977,0.97499,0.88966,1.01582,1,0.99178,0.995,0.6256,1.33418,0.98951,1.22493,0.000998046,0.000998046,0.000998046
65,70.098,1.18501,1.13875,1.11426,1,0.99178,0.995,0.6256,1.33418,0.98951,1.22493,0.00100966,0.00100966,0.00100966
66,71.0888,1.08396,0.87842,1.00044,1,0.99178,0.995,0.6256,1.33418,0.98951,1.22493,0.00102115,0.00102115,0.00102115
67,72.1695,1.33062,1.07949,1.11814,1,0.99596,0.995,0.67824,1.23692,0.86757,1.10659,0.0010325,0.0010325,0.0010325
68,73.2696,0.91779,0.93039,0.98846,1,0.99596,0.995,0.67824,1.23692,0.86757,1.10659,0.00104373,0.00104373,0.00104373
69,74.3131,0.94332,0.87326,1.00819,1,0.99596,0.995,0.67824,1.23692,0.86757,1.10659,0.00105482,0.00105482,0.00105482
70,75.3749,1.0699,0.89664,0.96907,1,0.99596,0.995,0.67824,1.23692,0.86757,1.10659,0.00106577,0.00106577,0.00106577
71,76.4731,1.04255,0.94671,0.99636,1,0.9972,0.995,0.62683,1.36122,0.89147,1.18701,0.0010766,0.0010766,0.0010766
72,77.4867,0.96165,0.85922,0.9972,1,0.9972,0.995,0.62683,1.36122,0.89147,1.18701,0.00108729,0.00108729,0.00108729
73,78.4959,1.01731,0.95614,1.02982,1,0.9972,0.995,0.62683,1.36122,0.89147,1.18701,0.00109786,0.00109786,0.00109786
74,79.4657,1.02362,0.91082,1.00387,1,0.9972,0.995,0.62683,1.36122,0.89147,1.18701,0.00110829,0.00110829,0.00110829
75,80.513,1.02965,0.94734,1.0092,1,0.99742,0.995,0.57862,1.46017,0.87828,1.37263,0.00111858,0.00111858,0.00111858
76,81.5322,0.97145,0.87632,0.98463,1,0.99742,0.995,0.57862,1.46017,0.87828,1.37263,0.00112875,0.00112875,0.00112875
77,82.5569,0.9638,0.8603,1.01573,1,0.99742,0.995,0.57862,1.46017,0.87828,1.37263,0.00113878,0.00113878,0.00113878
78,83.5833,1.1573,0.90653,1.03308,1,0.99742,0.995,0.57862,1.46017,0.87828,1.37263,0.00114869,0.00114869,0.00114869
79,84.6551,1.00761,0.90593,1.03132,0.9971,1,0.995,0.57175,1.42818,0.82924,1.36741,0.00115846,0.00115846,0.00115846
80,85.6937,0.99876,0.90182,1.00258,0.9971,1,0.995,0.57175,1.42818,0.82924,1.36741,0.00116809,0.00116809,0.00116809
81,86.6998,1.06277,0.95849,1.06393,0.9971,1,0.995,0.57175,1.42818,0.82924,1.36741,0.0011776,0.0011776,0.0011776
82,87.7033,1.06541,0.9952,1.02405,0.9971,1,0.995,0.57175,1.42818,0.82924,1.36741,0.00118697,0.00118697,0.00118697
83,88.7506,1.06519,0.90434,1.03187,0.99509,1,0.995,0.64486,1.32423,0.81158,1.20872,0.00119622,0.00119622,0.00119622
84,89.714,0.92665,0.84536,0.9757,0.99509,1,0.995,0.64486,1.32423,0.81158,1.20872,0.00120533,0.00120533,0.00120533
85,90.7052,0.94301,0.83792,0.98194,0.99509,1,0.995,0.64486,1.32423,0.81158,1.20872,0.0012143,0.0012143,0.0012143
86,91.7065,1.01616,0.80005,0.94292,0.99509,1,0.995,0.64486,1.32423,0.81158,1.20872,0.00122315,0.00122315,0.00122315
87,92.7733,0.97983,0.84236,0.96528,0.99061,1,0.995,0.67584,1.27624,0.81342,1.16188,0.00123186,0.00123186,0.00123186
88,93.7985,0.90527,0.86039,0.98777,0.99061,1,0.995,0.67584,1.27624,0.81342,1.16188,0.00124045,0.00124045,0.00124045
89,94.8057,1.12853,0.79799,0.99818,0.99061,1,0.995,0.67584,1.27624,0.81342,1.16188,0.0012489,0.0012489,0.0012489
90,95.821,1.00245,0.96963,1.02087,0.99061,1,0.995,0.67584,1.27624,0.81342,1.16188,0.00125721,0.00125721,0.00125721
91,96.8405,1.02085,0.88311,1.03208,0.99061,1,0.995,0.67584,1.27624,0.81342,1.16188,0.0012654,0.0012654,0.0012654
92,97.9093,1.15281,0.85611,1.0494,0.98579,1,0.995,0.651,1.29929,0.86274,1.20351,0.00127345,0.00127345,0.00127345
93,98.9308,0.98315,0.85166,1.01073,0.98579,1,0.995,0.651,1.29929,0.86274,1.20351,0.00128138,0.00128138,0.00128138
94,99.9592,1.08264,0.80626,1.00102,0.98579,1,0.995,0.651,1.29929,0.86274,1.20351,0.00128917,0.00128917,0.00128917
95,100.947,1.04416,0.84095,1.00534,0.98579,1,0.995,0.651,1.29929,0.86274,1.20351,0.00129682,0.00129682,0.00129682
96,101.963,0.97986,0.76791,0.95318,0.98579,1,0.995,0.651,1.29929,0.86274,1.20351,0.00130435,0.00130435,0.00130435
97,103.032,0.93123,0.80002,0.94515,0.99013,1,0.995,0.62722,1.39534,0.87905,1.34211,0.00131174,0.00131174,0.00131174
98,104.048,1.02563,0.84523,0.98374,0.99013,1,0.995,0.62722,1.39534,0.87905,1.34211,0.00131901,0.00131901,0.00131901
99,105.054,0.95514,0.77946,0.94972,0.99013,1,0.995,0.62722,1.39534,0.87905,1.34211,0.00132614,0.00132614,0.00132614
100,106.1,0.99323,0.91828,0.98739,0.99013,1,0.995,0.62722,1.39534,0.87905,1.34211,0.00133313,0.00133313,0.00133313
101,107.15,0.95457,0.79595,0.96352,0.99013,1,0.995,0.62722,1.39534,0.87905,1.34211,0.00134,0.00134,0.00134
102,108.219,0.89441,0.81715,0.91432,0.98622,1,0.995,0.61932,1.39884,0.89754,1.34152,0.0013334,0.0013334,0.0013334
103,109.232,0.98527,0.82094,1.05801,0.98622,1,0.995,0.61932,1.39884,0.89754,1.34152,0.0013268,0.0013268,0.0013268
104,110.242,1.07686,0.90006,1.03438,0.98622,1,0.995,0.61932,1.39884,0.89754,1.34152,0.0013202,0.0013202,0.0013202
105,111.203,1.05856,0.80473,1.00657,0.98622,1,0.995,0.61932,1.39884,0.89754,1.34152,0.0013136,0.0013136,0.0013136
106,112.217,1.00949,0.86073,1.00498,0.98622,1,0.995,0.61932,1.39884,0.89754,1.34152,0.001307,0.001307,0.001307
107,113.285,0.92204,0.71995,0.93967,0.98035,1,0.995,0.6537,1.25409,0.87914,1.16882,0.0013004,0.0013004,0.0013004
108,114.311,1.05651,0.77187,1.00432,0.98035,1,0.995,0.6537,1.25409,0.87914,1.16882,0.0012938,0.0012938,0.0012938
109,115.347,0.89836,0.77652,0.96692,0.98035,1,0.995,0.6537,1.25409,0.87914,1.16882,0.0012872,0.0012872,0.0012872
110,116.357,1.09998,0.87457,1.06275,0.98035,1,0.995,0.6537,1.25409,0.87914,1.16882,0.0012806,0.0012806,0.0012806
111,117.366,0.95565,0.81703,1.01132,0.98035,1,0.995,0.6537,1.25409,0.87914,1.16882,0.001274,0.001274,0.001274
112,118.424,0.8759,0.78838,0.95806,0.98575,1,0.995,0.63972,1.28454,0.81912,1.10529,0.0012674,0.0012674,0.0012674
113,119.482,0.9583,0.80926,0.94169,0.98575,1,0.995,0.63972,1.28454,0.81912,1.10529,0.0012608,0.0012608,0.0012608
114,120.464,0.89846,0.80338,0.95475,0.98575,1,0.995,0.63972,1.28454,0.81912,1.10529,0.0012542,0.0012542,0.0012542
115,121.459,0.84191,0.77198,0.94059,0.98575,1,0.995,0.63972,1.28454,0.81912,1.10529,0.0012476,0.0012476,0.0012476
116,122.513,0.97421,0.84654,0.97129,0.98575,1,0.995,0.63972,1.28454,0.81912,1.10529,0.001241,0.001241,0.001241
117,123.56,0.99442,0.80584,0.96627,0.98391,1,0.995,0.68019,1.31242,0.78418,1.14894,0.0012344,0.0012344,0.0012344
118,124.655,0.92116,0.79186,0.98331,0.98391,1,0.995,0.68019,1.31242,0.78418,1.14894,0.0012278,0.0012278,0.0012278
119,125.734,0.92061,0.77603,0.9592,0.98391,1,0.995,0.68019,1.31242,0.78418,1.14894,0.0012212,0.0012212,0.0012212
120,126.763,0.89704,0.78907,0.93933,0.98391,1,0.995,0.68019,1.31242,0.78418,1.14894,0.0012146,0.0012146,0.0012146
121,127.815,0.97847,0.78035,0.9817,0.98391,1,0.995,0.68019,1.31242,0.78418,1.14894,0.001208,0.001208,0.001208
122,128.922,1.0457,0.87843,1.03453,0.99044,1,0.995,0.6865,1.19874,0.76156,1.1777,0.0012014,0.0012014,0.0012014
123,130.005,0.83867,0.66822,0.93334,0.99044,1,0.995,0.6865,1.19874,0.76156,1.1777,0.0011948,0.0011948,0.0011948
124,131.1,0.93007,0.72964,0.94773,0.99044,1,0.995,0.6865,1.19874,0.76156,1.1777,0.0011882,0.0011882,0.0011882
125,132.188,0.9865,0.82071,0.99683,0.99044,1,0.995,0.6865,1.19874,0.76156,1.1777,0.0011816,0.0011816,0.0011816
126,133.271,0.8884,0.75929,0.95448,0.99044,1,0.995,0.6865,1.19874,0.76156,1.1777,0.001175,0.001175,0.001175
127,134.417,0.81479,0.72039,0.9215,0.99053,1,0.995,0.69732,1.14212,0.72794,1.18468,0.0011684,0.0011684,0.0011684
128,135.499,0.811,0.68865,0.94005,0.99053,1,0.995,0.69732,1.14212,0.72794,1.18468,0.0011618,0.0011618,0.0011618
129,136.61,0.90183,0.69749,0.91674,0.99053,1,0.995,0.69732,1.14212,0.72794,1.18468,0.0011552,0.0011552,0.0011552
130,137.731,0.90167,0.67491,0.95088,0.99053,1,0.995,0.69732,1.14212,0.72794,1.18468,0.0011486,0.0011486,0.0011486
131,138.829,1.00374,0.85105,1.03856,0.99053,1,0.995,0.69732,1.14212,0.72794,1.18468,0.001142,0.001142,0.001142
132,139.91,0.95058,0.79785,1.00846,0.99016,1,0.995,0.6479,1.22683,0.69853,1.21806,0.0011354,0.0011354,0.0011354
133,140.937,1.00256,0.7491,0.97165,0.99016,1,0.995,0.6479,1.22683,0.69853,1.21806,0.0011288,0.0011288,0.0011288
134,141.951,0.93511,0.67694,0.92403,0.99016,1,0.995,0.6479,1.22683,0.69853,1.21806,0.0011222,0.0011222,0.0011222
135,142.934,0.91576,0.64336,0.95677,0.99016,1,0.995,0.6479,1.22683,0.69853,1.21806,0.0011156,0.0011156,0.0011156
136,143.978,0.84553,0.70858,0.93955,0.99016,1,0.995,0.6479,1.22683,0.69853,1.21806,0.001109,0.001109,0.001109
137,145.047,0.95546,0.66955,0.96117,0.99105,1,0.995,0.64255,1.30231,0.72079,1.24514,0.0011024,0.0011024,0.0011024
138,146.053,0.83771,0.71119,0.97645,0.99105,1,0.995,0.64255,1.30231,0.72079,1.24514,0.0010958,0.0010958,0.0010958
139,147.072,0.83313,0.67059,0.91701,0.99105,1,0.995,0.64255,1.30231,0.72079,1.24514,0.0010892,0.0010892,0.0010892
140,148.086,0.81429,0.62459,0.91105,0.99105,1,0.995,0.64255,1.30231,0.72079,1.24514,0.0010826,0.0010826,0.0010826
141,149.077,0.92946,0.7657,0.95209,0.99105,1,0.995,0.64255,1.30231,0.72079,1.24514,0.001076,0.001076,0.001076
142,150.129,0.90202,0.80753,0.99582,0.99155,1,0.995,0.64154,1.28067,0.75948,1.2545,0.0010694,0.0010694,0.0010694
143,151.127,0.78236,0.70576,0.92582,0.99155,1,0.995,0.64154,1.28067,0.75948,1.2545,0.0010628,0.0010628,0.0010628
144,152.131,0.75168,0.66651,0.89266,0.99155,1,0.995,0.64154,1.28067,0.75948,1.2545,0.0010562,0.0010562,0.0010562
145,153.153,0.85794,0.70144,0.97001,0.99155,1,0.995,0.64154,1.28067,0.75948,1.2545,0.0010496,0.0010496,0.0010496
146,154.156,0.85793,0.66284,0.95267,0.99155,1,0.995,0.64154,1.28067,0.75948,1.2545,0.001043,0.001043,0.001043
147,155.238,0.70174,0.65273,0.89879,0.99154,1,0.995,0.68695,1.2234,0.73622,1.19716,0.0010364,0.0010364,0.0010364
148,156.215,0.79487,0.67823,0.88435,0.99154,1,0.995,0.68695,1.2234,0.73622,1.19716,0.0010298,0.0010298,0.0010298
149,157.257,0.76074,0.66546,0.89359,0.99154,1,0.995,0.68695,1.2234,0.73622,1.19716,0.0010232,0.0010232,0.0010232
150,158.301,0.86243,0.6673,0.93277,0.99154,1,0.995,0.68695,1.2234,0.73622,1.19716,0.0010166,0.0010166,0.0010166
151,159.313,0.83134,0.66909,0.9166,0.99154,1,0.995,0.68695,1.2234,0.73622,1.19716,0.00101,0.00101,0.00101
152,160.389,0.7436,0.63443,0.92388,0.99246,1,0.995,0.66242,1.23823,0.72808,1.19254,0.0010034,0.0010034,0.0010034
153,161.4,0.72885,0.61543,0.94318,0.99246,1,0.995,0.66242,1.23823,0.72808,1.19254,0.0009968,0.0009968,0.0009968
154,162.433,0.88128,0.74555,0.97444,0.99246,1,0.995,0.66242,1.23823,0.72808,1.19254,0.0009902,0.0009902,0.0009902
155,163.48,0.78185,0.64152,0.981,0.99246,1,0.995,0.66242,1.23823,0.72808,1.19254,0.0009836,0.0009836,0.0009836
156,164.48,0.89597,0.66237,0.97129,0.99246,1,0.995,0.66242,1.23823,0.72808,1.19254,0.000977,0.000977,0.000977
157,165.546,0.76795,0.64342,0.93783,0.99258,1,0.995,0.63512,1.25126,0.73389,1.22205,0.0009704,0.0009704,0.0009704
158,166.532,0.78382,0.59923,0.91385,0.99258,1,0.995,0.63512,1.25126,0.73389,1.22205,0.0009638,0.0009638,0.0009638
159,167.57,0.75921,0.64108,0.93632,0.99258,1,0.995,0.63512,1.25126,0.73389,1.22205,0.0009572,0.0009572,0.0009572
160,168.59,0.80619,0.62925,0.93916,0.99258,1,0.995,0.63512,1.25126,0.73389,1.22205,0.0009506,0.0009506,0.0009506
161,169.589,0.75159,0.6197,0.90936,0.99258,1,0.995,0.63512,1.25126,0.73389,1.22205,0.000944,0.000944,0.000944
162,170.654,0.72778,0.62026,0.91553,0.99316,1,0.995,0.62765,1.30274,0.78096,1.2532,0.0009374,0.0009374,0.0009374
163,171.679,0.73501,0.69033,0.9073,0.99316,1,0.995,0.62765,1.30274,0.78096,1.2532,0.0009308,0.0009308,0.0009308
164,172.691,0.76127,0.64489,0.94589,0.99316,1,0.995,0.62765,1.30274,0.78096,1.2532,0.0009242,0.0009242,0.0009242
165,173.736,0.82489,0.63863,0.93671,0.99316,1,0.995,0.62765,1.30274,0.78096,1.2532,0.0009176,0.0009176,0.0009176
166,174.708,0.83478,0.65306,0.92309,0.99316,1,0.995,0.62765,1.30274,0.78096,1.2532,0.000911,0.000911,0.000911
167,175.776,0.73478,0.58691,0.92082,0.99257,1,0.995,0.63068,1.32673,0.72511,1.22847,0.0009044,0.0009044,0.0009044
168,176.782,0.84808,0.68403,0.99232,0.99257,1,0.995,0.63068,1.32673,0.72511,1.22847,0.0008978,0.0008978,0.0008978
169,177.789,0.79405,0.66003,0.94964,0.99257,1,0.995,0.63068,1.32673,0.72511,1.22847,0.0008912,0.0008912,0.0008912
170,178.797,0.74509,0.62633,0.93289,0.99257,1,0.995,0.63068,1.32673,0.72511,1.22847,0.0008846,0.0008846,0.0008846
171,179.8,0.83794,0.6716,0.96191,0.99257,1,0.995,0.63068,1.32673,0.72511,1.22847,0.000878,0.000878,0.000878
172,180.853,0.79167,0.67555,0.9813,0.99124,1,0.995,0.61341,1.33299,0.69521,1.16903,0.0008714,0.0008714,0.0008714
173,181.856,0.79955,0.68349,0.90543,0.99124,1,0.995,0.61341,1.33299,0.69521,1.16903,0.0008648,0.0008648,0.0008648
174,182.893,0.75313,0.63189,0.9248,0.99124,1,0.995,0.61341,1.33299,0.69521,1.16903,0.0008582,0.0008582,0.0008582
175,183.931,0.78433,0.66346,0.91693,0.99124,1,0.995,0.61341,1.33299,0.69521,1.16903,0.0008516,0.0008516,0.0008516
176,184.946,0.81286,0.61263,0.9024,0.99124,1,0.995,0.61341,1.33299,0.69521,1.16903,0.000845,0.000845,0.000845
177,186.021,0.93559,0.70218,1.02539,0.99211,1,0.995,0.62397,1.30944,0.67766,1.14072,0.0008384,0.0008384,0.0008384
178,187.03,0.73182,0.63183,0.92079,0.99211,1,0.995,0.62397,1.30944,0.67766,1.14072,0.0008318,0.0008318,0.0008318
179,188.055,0.81594,0.64392,0.93527,0.99211,1,0.995,0.62397,1.30944,0.67766,1.14072,0.0008252,0.0008252,0.0008252
180,189.093,0.80026,0.66918,0.92172,0.99211,1,0.995,0.62397,1.30944,0.67766,1.14072,0.0008186,0.0008186,0.0008186
181,190.108,0.79593,0.72121,0.87211,0.99211,1,0.995,0.62397,1.30944,0.67766,1.14072,0.000812,0.000812,0.000812
182,191.176,0.79155,0.63754,0.9073,0.99156,1,0.995,0.61203,1.34393,0.72764,1.13832,0.0008054,0.0008054,0.0008054
183,192.203,0.77868,0.6297,0.91884,0.99156,1,0.995,0.61203,1.34393,0.72764,1.13832,0.0007988,0.0007988,0.0007988
184,193.224,0.70763,0.63678,0.88723,0.99156,1,0.995,0.61203,1.34393,0.72764,1.13832,0.0007922,0.0007922,0.0007922
185,194.237,0.69365,0.61017,0.87652,0.99156,1,0.995,0.61203,1.34393,0.72764,1.13832,0.0007856,0.0007856,0.0007856
186,195.25,0.64691,0.5938,0.86419,0.99156,1,0.995,0.61203,1.34393,0.72764,1.13832,0.000779,0.000779,0.000779
187,196.325,0.74285,0.60718,0.89402,0.99247,1,0.995,0.61583,1.35227,0.73349,1.19597,0.0007724,0.0007724,0.0007724
188,197.325,0.7319,0.60752,0.93112,0.99247,1,0.995,0.61583,1.35227,0.73349,1.19597,0.0007658,0.0007658,0.0007658
189,198.337,0.66368,0.57098,0.88359,0.99247,1,0.995,0.61583,1.35227,0.73349,1.19597,0.0007592,0.0007592,0.0007592
190,199.325,0.72013,0.60496,0.89866,0.99247,1,0.995,0.61583,1.35227,0.73349,1.19597,0.0007526,0.0007526,0.0007526
191,200.324,0.86661,0.68942,0.99692,0.99247,1,0.995,0.61583,1.35227,0.73349,1.19597,0.000746,0.000746,0.000746
192,201.357,0.74404,0.63113,0.8822,0.99143,1,0.995,0.59563,1.30004,0.71631,1.18933,0.0007394,0.0007394,0.0007394
193,202.395,0.70894,0.60366,0.92382,0.99143,1,0.995,0.59563,1.30004,0.71631,1.18933,0.0007328,0.0007328,0.0007328
194,203.429,0.72406,0.63865,0.91809,0.99143,1,0.995,0.59563,1.30004,0.71631,1.18933,0.0007262,0.0007262,0.0007262
