epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,68.03,1.06885,0.8254,0.97025,0.81174,1,0.9375,0.69436,0.98733,0.94805,1.01614,0.00121918,0.00121918,0.00121918
28,70.4086,1.12504,0.83362,1.01412,0.87458,0.99772,0.93396,0.65216,1.06318,0.89733,1.03682,0.00126033,0.00126033,0.00126033
29,72.8195,1.19444,0.84167,0.98546,0.89433,1,0.95237,0.61757,1.09323,0.82185,1.05365,0.00130115,0.00130115,0.00130115
30,75.1602,1.11341,0.86895,0.98172,0.89345,1,0.96175,0.65633,1.01421,0.77566,1.01927,0.00134165,0.00134165,0.00134165
31,77.5745,1.20008,0.86272,1.0203,0.89155,0.96072,0.96152,0.66082,1.02602,0.77972,1.02702,0.00138181,0.00138181,0.00138181
32,79.918,1.05185,0.77983,0.95846,0.85877,0.91889,0.93481,0.61918,1.12312,0.82977,1.0872,0.00142164,0.00142164,0.00142164
33,82.5318,1.12091,0.79049,0.99022,0.85004,0.92857,0.85939,0.58459,1.08066,0.83961,1.05918,0.00146115,0.00146115,0.00146115
34,84.8742,1.13908,0.81176,0.9723,0.85629,0.92857,0.85939,0.59389,1.01366,0.79835,1.0172,0.00148546,0.00148546,0.00148546
35,87.2757,1.05929,0.76201,0.99258,0.88068,1,0.96958,0.67729,1.11279,0.70258,1.04946,0.00147996,0.00147996,0.00147996
36,89.6133,1.06868,0.75243,0.99093,0.96125,0.9187,0.98063,0.71758,1.04088,0.70366,1.03759,0.00147446,0.00147446,0.00147446
37,92.0041,1.14555,0.84962,1.05379,0.8241,0.94839,0.97021,0.56792,1.29108,0.88562,1.13745,0.00146896,0.00146896,0.00146896
38,94.334,1.12559,0.76853,0.99572,0.8677,0.95639,0.96642,0.60465,1.18285,0.86398,1.09656,0.00146346,0.00146346,0.00146346
39,96.7494,1.17151,0.73869,1.02834,0.85455,0.89555,0.95601,0.59736,1.38227,0.93043,1.14643,0.00145796,0.00145796,0.00145796
40,99.0849,1.09898,0.76625,0.99521,0.81828,0.91255,0.95978,0.61172,1.20792,0.9051,1.08563,0.00145246,0.00145246,0.00145246
41,101.469,1.23374,0.80263,1.03159,0.8162,0.90803,0.95816,0.57544,1.22697,1.06349,1.12184,0.00144696,0.00144696,0.00144696
42,103.801,1.33223,0.86667,1.03985,0.84368,0.91915,0.95458,0.62754,1.09156,0.97942,1.07076,0.00144145,0.00144145,0.00144145
43,106.432,1.22647,0.84065,1.01697,0.94699,0.8737,0.95565,0.58992,1.29848,0.79143,1.1549,0.00143595,0.00143595,0.00143595
44,108.773,1.26455,0.85267,1.06844,0.85887,0.92268,0.92605,0.55406,1.32766,0.83852,1.16454,0.00143045,0.00143045,0.00143045
45,111.183,1.13936,0.83095,1.03142,0.88129,0.88965,0.92445,0.56104,1.16419,0.89366,1.08805,0.00142495,0.00142495,0.00142495
46,113.539,1.12636,0.76027,1.01885,0.88999,0.92516,0.9422,0.6049,1.0842,0.81737,1.04492,0.00141945,0.00141945,0.00141945
47,115.918,1.05587,0.74048,0.96553,0.94502,0.94029,0.97277,0.55,1.24053,0.74907,1.12017,0.00141395,0.00141395,0.00141395
48,118.272,1.03997,0.6976,0.94962,0.93412,0.90731,0.96433,0.52007,1.31905,0.75336,1.16791,0.00140845,0.00140845,0.00140845
49,120.66,0.99876,0.65731,0.96283,0.78192,0.89206,0.83604,0.47523,1.21431,0.84487,1.20985,0.00140295,0.00140295,0.00140295
50,122.957,1.05575,0.68919,0.96439,0.78345,0.92857,0.80764,0.47744,1.18388,0.82656,1.18332,0.00139745,0.00139745,0.00139745
51,125.353,1.04224,0.6919,0.97539,0.84487,0.96429,0.88991,0.55459,1.2141,0.759,1.12127,0.00139195,0.00139195,0.00139195
52,127.902,1.06494,0.68537,0.99534,0.82231,1,0.89355,0.46327,1.36076,0.79911,1.23159,0.00138644,0.00138644,0.00138644
53,130.251,1.00133,0.67587,0.97095,0.80652,1,0.9323,0.47624,1.21006,0.83864,1.19289,0.00138094,0.00138094,0.00138094
54,132.574,0.98931,0.63042,0.94616,0.81392,1,0.94806,0.55474,1.09441,0.75356,1.11438,0.00137544,0.00137544,0.00137544
55,134.979,0.92706,0.60976,0.94327,0.88056,1,0.95308,0.45218,1.46599,0.75437,1.33833,0.00136994,0.00136994,0.00136994
56,137.325,1.04933,0.63548,0.99055,0.91749,0.92857,0.95308,0.4741,1.49512,0.71269,1.34272,0.00136444,0.00136444,0.00136444
57,139.729,0.97662,0.63381,0.98595,0.87696,1,0.95558,0.61835,1.12778,0.61581,1.09711,0.00135894,0.00135894,0.00135894
58,142.038,1.04281,0.65271,1.00513,0.87462,1,0.95558,0.58336,1.19866,0.62585,1.13523,0.00135344,0.00135344,0.00135344
59,144.449,0.96055,0.63031,0.99131,0.95188,0.92336,0.96025,0.65166,1.17845,0.62496,1.10406,0.00134794,0.00134794,0.00134794
60,147.015,1.00406,0.60931,0.95889,0.8492,0.97937,0.94777,0.64215,1.18273,0.61261,1.10883,0.00134244,0.00134244,0.00134244
61,149.445,0.94738,0.60143,0.93398,0.85882,0.9971,0.94777,0.5665,1.24367,0.61328,1.15051,0.00133693,0.00133693,0.00133693
62,151.771,0.98366,0.60603,0.9656,0.8692,1,0.95277,0.58148,1.19114,0.58059,1.12952,0.00133143,0.00133143,0.00133143
63,154.208,0.95228,0.5885,0.94509,0.85432,0.99489,0.88244,0.49217,1.24415,0.66671,1.17445,0.00132593,0.00132593,0.00132593
64,156.542,0.8797,0.56673,0.93211,0.83508,1,0.91056,0.55258,1.12752,0.70323,1.11612,0.00132043,0.00132043,0.00132043
65,158.942,1.01954,0.63245,0.9784,0.81873,0.8801,0.92756,0.4881,1.19174,0.88269,1.17914,0.00131493,0.00131493,0.00131493
66,161.296,0.92236,0.5925,0.91195,0.85843,0.73466,0.80275,0.44022,1.27301,0.89519,1.24427,0.00130943,0.00130943,0.00130943
67,163.679,0.92171,0.55935,0.94353,0.87812,0.85989,0.92466,0.51957,1.14023,0.81683,1.14612,0.00130393,0.00130393,0.00130393
68,166.223,0.98484,0.57932,0.9467,0.82579,0.86577,0.89432,0.54727,1.06898,0.86172,1.08022,0.00129843,0.00129843,0.00129843
69,168.639,0.98453,0.58181,0.98102,0.68153,0.85714,0.77599,0.4117,1.28568,0.99235,1.2427,0.00129293,0.00129293,0.00129293
70,170.974,0.96302,0.62186,0.97184,0.74275,0.77145,0.78374,0.42187,1.27367,0.92528,1.23482,0.00128742,0.00128742,0.00128742
71,173.391,1.0449,0.62768,1.03517,0.87426,0.84758,0.89084,0.48236,1.24177,0.73183,1.16647,0.00128192,0.00128192,0.00128192
72,175.728,0.99783,0.57025,0.96482,0.88434,0.89286,0.88855,0.47412,1.25035,0.7272,1.22407,0.00127642,0.00127642,0.00127642
73,178.104,0.8835,0.56429,0.94666,0.84303,0.89231,0.86846,0.47554,1.24726,0.76629,1.20734,0.00127092,0.00127092,0.00127092
74,180.393,0.96493,0.58239,0.93133,0.79826,0.92857,0.86927,0.49224,1.24335,0.72261,1.20844,0.00126542,0.00126542,0.00126542
75,182.767,0.89712,0.55781,0.94318,0.81192,0.89162,0.89364,0.46737,1.24021,0.76583,1.22226,0.00125992,0.00125992,0.00125992
76,185.238,0.97578,0.58643,0.92691,0.80084,0.85169,0.88984,0.4808,1.2263,0.79548,1.23386,0.00125442,0.00125442,0.00125442
77,187.591,0.92379,0.5634,0.91719,0.81306,0.87752,0.91135,0.55271,1.14086,0.7558,1.1312,0.00124892,0.00124892,0.00124892
78,189.912,0.96053,0.56955,0.96366,0.7761,0.92857,0.90857,0.51126,1.25474,0.75469,1.20773,0.00124342,0.00124342,0.00124342
79,192.328,0.95499,0.56034,0.92978,0.86261,0.96429,0.93391,0.53643,1.22682,0.60524,1.20672,0.00123791,0.00123791,0.00123791
80,194.628,0.94087,0.54883,0.91832,0.85777,0.96429,0.94195,0.55203,1.2229,0.5788,1.19037,0.00123241,0.00123241,0.00123241
81,197.014,0.90175,0.54836,0.92565,0.85415,0.99172,0.92844,0.49859,1.37909,0.65315,1.32266,0.00122691,0.00122691,0.00122691
82,199.356,0.85721,0.51949,0.92235,0.86751,1,0.93048,0.52895,1.33089,0.60164,1.26805,0.00122141,0.00122141,0.00122141
83,201.749,0.92584,0.56273,0.96119,0.89841,1,0.94829,0.60661,1.17226,0.58822,1.14552,0.00121591,0.00121591,0.00121591
84,204.297,0.84514,0.51891,0.91967,0.89894,0.98351,0.95237,0.513,1.32031,0.61881,1.27225,0.00121041,0.00121041,0.00121041
85,206.678,0.88441,0.52505,0.94099,0.7926,0.92305,0.87952,0.47214,1.33219,0.61409,1.33076,0.00120491,0.00120491,0.00120491
86,209.026,0.85729,0.48899,0.91192,0.85077,0.98969,0.93875,0.48534,1.27284,0.62599,1.27668,0.00119941,0.00119941,0.00119941
87,211.405,0.89892,0.52222,0.94585,0.75995,0.78571,0.71528,0.40708,1.39525,0.78085,1.34262,0.00119391,0.00119391,0.00119391
88,213.74,0.87707,0.52651,0.94632,0.75858,0.78571,0.71672,0.41113,1.40087,0.71519,1.34278,0.0011884,0.0011884,0.0011884
89,216.126,0.85042,0.51621,0.91833,0.77866,0.91809,0.82076,0.48473,1.28841,0.61109,1.24891,0.0011829,0.0011829,0.0011829
90,218.454,0.8522,0.53857,0.94478,0.7971,0.90262,0.84491,0.49328,1.33917,0.64258,1.26852,0.0011774,0.0011774,0.0011774
91,220.818,0.88841,0.51215,0.93156,0.96365,0.98589,0.98567,0.60749,1.16811,0.5353,1.15806,0.0011719,0.0011719,0.0011719
92,223.359,0.79341,0.50039,0.91434,0.8961,1,0.97458,0.5809,1.15297,0.54009,1.14455,0.0011664,0.0011664,0.0011664
93,225.766,0.8731,0.50185,0.94341,0.88454,1,0.91381,0.50622,1.30574,0.57295,1.24424,0.0011609,0.0011609,0.0011609
94,228.11,0.88777,0.50507,0.98066,0.88344,1,0.92115,0.51834,1.32686,0.5591,1.22978,0.0011554,0.0011554,0.0011554
95,230.49,0.85487,0.52173,0.93254,0.86228,1,0.92844,0.53341,1.30367,0.58738,1.26113,0.0011499,0.0011499,0.0011499
96,232.829,0.9044,0.51365,0.93623,0.88977,0.96429,0.92594,0.53461,1.36557,0.57767,1.27565,0.0011444,0.0011444,0.0011444
97,235.217,0.84822,0.50743,0.90761,0.85287,0.95795,0.91658,0.5292,1.46096,0.65492,1.2741,0.00113889,0.00113889,0.00113889
98,237.553,0.86124,0.50782,0.92367,0.84001,0.95888,0.91439,0.52253,1.36098,0.66537,1.25275,0.00113339,0.00113339,0.00113339
99,239.946,0.84685,0.48147,0.9178,0.83354,0.95521,0.90522,0.53757,1.27944,0.65519,1.21669,0.00112789,0.00112789,0.00112789
100,242.496,0.87688,0.49839,0.91529,0.83117,0.99217,0.91094,0.59007,1.16969,0.61962,1.11306,0.00112239,0.00112239,0.00112239
101,244.908,0.86128,0.49863,0.93716,0.86611,0.99591,0.91329,0.57243,1.10366,0.59883,1.09523,0.00111689,0.00111689,0.00111689
102,247.187,0.81822,0.47902,0.91543,0.84236,0.98429,0.91594,0.56317,1.22826,0.59084,1.17172,0.00111139,0.00111139,0.00111139
103,249.59,0.82389,0.4637,0.91279,0.88323,0.91983,0.91137,0.59573,1.18781,0.60532,1.12916,0.00110589,0.00110589,0.00110589
104,251.934,0.85956,0.48866,0.93126,0.87143,0.85714,0.88515,0.54467,1.22763,0.67965,1.1576,0.00110039,0.00110039,0.00110039
105,254.304,0.76876,0.45932,0.88756,0.85675,0.85714,0.85614,0.45635,1.24253,0.75465,1.26889,0.00109489,0.00109489,0.00109489
106,256.65,0.80472,0.45475,0.91318,0.83571,0.89343,0.87902,0.49031,1.2658,0.66602,1.25443,0.00108938,0.00108938,0.00108938
107,259.016,0.75592,0.44135,0.88966,0.86758,1,0.91844,0.48568,1.40079,0.58953,1.28713,0.00108388,0.00108388,0.00108388
108,261.578,0.8165,0.45952,0.91062,0.86423,1,0.91844,0.4958,1.33567,0.57329,1.27126,0.00107838,0.00107838,0.00107838
109,263.994,0.81718,0.51997,0.93564,0.79707,0.88592,0.78285,0.46248,1.28745,0.67871,1.33786,0.00107288,0.00107288,0.00107288
110,266.308,0.76319,0.4348,0.92274,0.69091,0.71429,0.63737,0.38971,1.3822,0.79482,1.37201,0.00106738,0.00106738,0.00106738
111,268.691,0.84124,0.46173,0.90549,0.76981,0.78571,0.71782,0.42057,1.34762,0.85147,1.31059,0.00106188,0.00106188,0.00106188
112,271.027,0.8013,0.50078,0.91644,0.76863,0.78489,0.68966,0.3897,1.379,0.97811,1.36255,0.00105638,0.00105638,0.00105638
113,273.399,0.80161,0.45283,0.8857,0.59595,0.61918,0.53542,0.33146,1.44089,1.24476,1.40319,0.00105088,0.00105088,0.00105088
114,275.731,0.79572,0.46879,0.91301,0.69202,0.67171,0.60423,0.36844,1.29257,1.24603,1.26079,0.00104538,0.00104538,0.00104538
115,278.113,0.79944,0.4562,0.91878,0.77686,0.66334,0.70636,0.35655,1.27958,1.3632,1.2777,0.00103987,0.00103987,0.00103987
116,280.659,0.78099,0.45392,0.88851,0.53702,0.60714,0.50664,0.30936,1.32374,1.51392,1.3347,0.00103437,0.00103437,0.00103437
117,283.022,0.73842,0.42499,0.90547,0.68277,0.67857,0.58826,0.32877,1.3273,1.61872,1.31447,0.00102887,0.00102887,0.00102887
118,285.334,0.77064,0.43093,0.87685,0.76344,0.70266,0.59656,0.33086,1.32259,1.48625,1.31259,0.00102337,0.00102337,0.00102337
119,287.703,0.74329,0.41079,0.86711,0.68712,0.67472,0.59862,0.36452,1.34997,1.20471,1.32907,0.00101787,0.00101787,0.00101787
120,290.053,0.82974,0.44925,0.91638,0.75711,0.77921,0.69666,0.39123,1.26404,1.0957,1.28279,0.00101237,0.00101237,0.00101237
121,292.453,0.78814,0.45336,0.90394,0.61593,0.60714,0.50659,0.33815,1.45156,1.14968,1.42196,0.00100687,0.00100687,0.00100687
122,294.799,0.77575,0.43313,0.89875,0.61967,0.60573,0.51479,0.32509,1.48507,1.20363,1.45752,0.00100137,0.00100137,0.00100137
123,297.184,0.77513,0.43582,0.88727,0.70406,0.66563,0.60532,0.39633,1.26567,1.18848,1.30459,0.000995866,0.000995866,0.000995866
124,299.747,0.7741,0.42818,0.90006,0.66045,0.67745,0.57275,0.38192,1.28123,1.20543,1.30702,0.000990365,0.000990365,0.000990365
125,302.163,0.70096,0.40893,0.87403,0.67274,0.67682,0.52132,0.36476,1.22262,1.24237,1.27873,0.000984864,0.000984864,0.000984864
126,304.492,0.73965,0.42536,0.91756,0.73117,0.74325,0.61903,0.39035,1.13122,1.23062,1.23897,0.000979362,0.000979362,0.000979362
127,306.882,0.74642,0.4302,0.91069,0.67054,0.75,0.6377,0.39774,1.188,1.24743,1.29062,0.000973861,0.000973861,0.000973861
128,309.235,0.75812,0.4343,0.90148,0.75994,0.84513,0.76385,0.41614,1.22715,1.21989,1.26604,0.00096836,0.00096836,0.00096836
129,311.637,0.83356,0.44283,0.94109,0.705,0.78475,0.65205,0.40531,1.22528,1.26889,1.28711,0.000962859,0.000962859,0.000962859
130,313.985,0.7034,0.41933,0.85998,0.73681,0.70362,0.64724,0.39259,1.2914,1.26432,1.34091,0.000957358,0.000957358,0.000957358
131,316.369,0.71744,0.41657,0.8769,0.72465,0.71399,0.61938,0.39676,1.24924,1.2663,1.30431,0.000951857,0.000951857,0.000951857
132,318.866,0.78279,0.44195,0.90602,0.72414,0.71227,0.62788,0.39596,1.22813,1.2127,1.28609,0.000946356,0.000946356,0.000946356
133,321.232,0.71869,0.43026,0.8916,0.77894,0.78173,0.67898,0.40202,1.29918,1.16137,1.33204,0.000940855,0.000940855,0.000940855
134,323.574,0.73342,0.39932,0.86978,0.80986,0.7422,0.70175,0.42667,1.23278,1.11988,1.29163,0.000935354,0.000935354,0.000935354
135,325.969,0.71972,0.41125,0.89713,0.7638,0.78571,0.72395,0.3988,1.32297,1.11835,1.34735,0.000929853,0.000929853,0.000929853
136,328.309,0.75459,0.42325,0.8976,0.7729,0.78571,0.7402,0.40745,1.32156,1.1073,1.35335,0.000924352,0.000924352,0.000924352
