epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,249.968,0.51688,0.47118,0.8038,0.99282,1,0.995,0.6746,0.96445,0.48185,1.08102,0.000643795,0.000643795,0.000643795
188,251.293,0.4911,0.45727,0.80769,0.99296,1,0.995,0.68996,0.95936,0.46569,1.07189,0.000638294,0.000638294,0.000638294
189,252.604,0.54182,0.49571,0.80982,0.99296,1,0.995,0.68996,0.95936,0.46569,1.07189,0.000632793,0.000632793,0.000632793
190,253.922,0.5786,0.49881,0.81378,0.99084,1,0.995,0.69585,0.97646,0.46466,1.08065,0.000627292,0.000627292,0.000627292
191,255.215,0.55201,0.5118,0.80264,0.99084,1,0.995,0.69585,0.97646,0.46466,1.08065,0.000621791,0.000621791,0.000621791
192,256.54,0.53566,0.46564,0.80398,0.98807,1,0.995,0.67873,1.01718,0.4569,1.09465,0.00061629,0.00061629,0.00061629
193,257.851,0.64447,0.52007,0.84156,0.98807,1,0.995,0.67873,1.01718,0.4569,1.09465,0.000610789,0.000610789,0.000610789
194,259.159,0.59319,0.50865,0.83269,0.98608,1,0.995,0.68618,1.00988,0.45021,1.0881,0.000605288,0.000605288,0.000605288
195,260.467,0.61163,0.50885,0.82997,0.98608,1,0.995,0.68618,1.00988,0.45021,1.0881,0.000599787,0.000599787,0.000599787
196,261.808,0.61113,0.51768,0.83411,0.98817,1,0.995,0.69175,1.015,0.44589,1.0892,0.000594286,0.000594286,0.000594286
197,263.125,0.53718,0.48867,0.80882,0.98817,1,0.995,0.69175,1.015,0.44589,1.0892,0.000588784,0.000588784,0.000588784
198,264.466,0.51274,0.48946,0.81417,0.99215,1,0.995,0.6959,1.00672,0.46498,1.08109,0.000583283,0.000583283,0.000583283
199,265.758,0.51552,0.482,0.8217,0.99215,1,0.995,0.6959,1.00672,0.46498,1.08109,0.000577782,0.000577782,0.000577782
200,267.067,0.52134,0.47441,0.81875,0.99179,1,0.995,0.69598,1.00116,0.44472,1.08023,0.000572281,0.000572281,0.000572281
201,268.324,0.54251,0.47346,0.79241,0.99179,1,0.995,0.69598,1.00116,0.44472,1.08023,0.00056678,0.00056678,0.00056678
202,269.662,0.52654,0.46168,0.82273,0.99163,1,0.995,0.71881,0.99154,0.45889,1.07644,0.000561279,0.000561279,0.000561279
203,270.978,0.58781,0.47355,0.79827,0.99163,1,0.995,0.71881,0.99154,0.45889,1.07644,0.000555778,0.000555778,0.000555778
204,272.333,0.46555,0.44603,0.81031,0.99302,1,0.995,0.72933,1.00505,0.45537,1.07105,0.000550277,0.000550277,0.000550277
205,273.653,0.49704,0.45128,0.79478,0.99302,1,0.995,0.72933,1.00505,0.45537,1.07105,0.000544776,0.000544776,0.000544776
206,275.019,0.46798,0.44861,0.77759,0.98998,1,0.995,0.72736,0.9945,0.44951,1.06145,0.000539275,0.000539275,0.000539275
207,276.324,0.48663,0.45822,0.80318,0.98998,1,0.995,0.72736,0.9945,0.44951,1.06145,0.000533773,0.000533773,0.000533773
208,277.666,0.53457,0.47431,0.84223,0.98722,1,0.995,0.71369,1.0158,0.46062,1.07376,0.000528272,0.000528272,0.000528272
209,278.97,0.47529,0.47401,0.80568,0.98722,1,0.995,0.71369,1.0158,0.46062,1.07376,0.000522771,0.000522771,0.000522771
210,280.301,0.5474,0.45694,0.81732,0.98462,1,0.995,0.70654,1.03355,0.46918,1.09723,0.00051727,0.00051727,0.00051727
211,281.612,0.53596,0.51881,0.79961,0.98462,1,0.995,0.70654,1.03355,0.46918,1.09723,0.000511769,0.000511769,0.000511769
212,282.961,0.5323,0.49695,0.83113,0.98258,1,0.995,0.7185,0.998,0.44354,1.11076,0.000506268,0.000506268,0.000506268
213,284.256,0.52753,0.48077,0.79666,0.98258,1,0.995,0.7185,0.998,0.44354,1.11076,0.000500767,0.000500767,0.000500767
214,285.604,0.49092,0.45086,0.82159,0.98444,1,0.995,0.72829,0.96409,0.44387,1.09464,0.000495266,0.000495266,0.000495266
215,286.883,0.51431,0.45779,0.81033,0.98444,1,0.995,0.72829,0.96409,0.44387,1.09464,0.000489765,0.000489765,0.000489765
216,288.185,0.48691,0.48596,0.81111,0.98649,1,0.995,0.71565,0.9398,0.40947,1.06691,0.000484263,0.000484263,0.000484263
217,289.468,0.49636,0.46142,0.80418,0.98649,1,0.995,0.71565,0.9398,0.40947,1.06691,0.000478762,0.000478762,0.000478762
218,290.777,0.53728,0.4661,0.80163,0.9885,1,0.995,0.73414,0.97765,0.41245,1.06089,0.000473261,0.000473261,0.000473261
219,292.066,0.4516,0.45416,0.79262,0.9885,1,0.995,0.73414,0.97765,0.41245,1.06089,0.00046776,0.00046776,0.00046776
220,293.403,0.48694,0.44515,0.81274,0.98849,1,0.995,0.72932,0.97729,0.41529,1.06445,0.000462259,0.000462259,0.000462259
221,294.716,0.47771,0.45218,0.81548,0.98849,1,0.995,0.72932,0.97729,0.41529,1.06445,0.000456758,0.000456758,0.000456758
222,296.047,0.4703,0.453,0.80437,0.98826,1,0.995,0.71141,0.98549,0.43825,1.08309,0.000451257,0.000451257,0.000451257
223,297.336,0.47231,0.44104,0.79035,0.98826,1,0.995,0.71141,0.98549,0.43825,1.08309,0.000445756,0.000445756,0.000445756
224,298.632,0.52597,0.45241,0.80079,0.98857,1,0.995,0.70457,1.01715,0.47881,1.11534,0.000440255,0.000440255,0.000440255
225,299.936,0.4758,0.43268,0.78556,0.98857,1,0.995,0.70457,1.01715,0.47881,1.11534,0.000434754,0.000434754,0.000434754
226,301.276,0.47066,0.4465,0.79827,0.98867,1,0.995,0.69849,1.02417,0.50836,1.12044,0.000429253,0.000429253,0.000429253
227,302.584,0.54247,0.46857,0.83087,0.98867,1,0.995,0.69849,1.02417,0.50836,1.12044,0.000423751,0.000423751,0.000423751
228,303.939,0.46406,0.43946,0.77992,0.98753,1,0.995,0.7007,1.00391,0.47863,1.11404,0.00041825,0.00041825,0.00041825
229,305.273,0.42002,0.41348,0.80219,0.98753,1,0.995,0.7007,1.00391,0.47863,1.11404,0.000412749,0.000412749,0.000412749
230,306.606,0.45939,0.42858,0.80983,0.98637,1,0.995,0.70266,0.99829,0.44944,1.11009,0.000407248,0.000407248,0.000407248
231,307.925,0.50792,0.44984,0.79875,0.98637,1,0.995,0.70266,0.99829,0.44944,1.11009,0.000401747,0.000401747,0.000401747
232,309.285,0.50893,0.44896,0.81791,0.98609,1,0.995,0.68763,1.01679,0.42844,1.10708,0.000396246,0.000396246,0.000396246
233,310.573,0.46816,0.43148,0.79914,0.98609,1,0.995,0.68763,1.01679,0.42844,1.10708,0.000390745,0.000390745,0.000390745
234,311.885,0.44674,0.43762,0.79712,0.98701,1,0.995,0.71553,1.03098,0.43156,1.1016,0.000385244,0.000385244,0.000385244
235,313.196,0.48485,0.43744,0.77995,0.98701,1,0.995,0.71553,1.03098,0.43156,1.1016,0.000379743,0.000379743,0.000379743
236,314.541,0.43931,0.41033,0.80313,0.98942,1,0.995,0.6842,1.03113,0.44017,1.10468,0.000374242,0.000374242,0.000374242
237,315.833,0.45877,0.43584,0.80201,0.98942,1,0.995,0.6842,1.03113,0.44017,1.10468,0.00036874,0.00036874,0.00036874
238,317.164,0.48688,0.42824,0.80296,0.99231,1,0.995,0.69501,1.01814,0.42031,1.11557,0.000363239,0.000363239,0.000363239
239,318.452,0.47638,0.44658,0.81728,0.99231,1,0.995,0.69501,1.01814,0.42031,1.11557,0.000357738,0.000357738,0.000357738
240,319.763,0.48587,0.42666,0.80371,0.99329,1,0.995,0.69833,1.00893,0.41348,1.11584,0.000352237,0.000352237,0.000352237
241,321.066,0.42835,0.42479,0.78686,0.99329,1,0.995,0.69833,1.00893,0.41348,1.11584,0.000346736,0.000346736,0.000346736
242,322.409,0.46543,0.4641,0.79416,0.99339,1,0.995,0.68717,1.00204,0.41843,1.10775,0.000341235,0.000341235,0.000341235
243,323.738,0.46972,0.41621,0.79965,0.99339,1,0.995,0.68717,1.00204,0.41843,1.10775,0.000335734,0.000335734,0.000335734
244,325.076,0.45659,0.42084,0.809,0.99256,1,0.995,0.66523,0.9954,0.4076,1.09171,0.000330233,0.000330233,0.000330233
245,326.391,0.43681,0.41105,0.8135,0.99256,1,0.995,0.66523,0.9954,0.4076,1.09171,0.000324732,0.000324732,0.000324732
246,327.73,0.47418,0.43772,0.81367,0.98995,1,0.995,0.66272,1.01608,0.44141,1.09457,0.000319231,0.000319231,0.000319231
247,329.042,0.41793,0.40964,0.8007,0.98995,1,0.995,0.66272,1.01608,0.44141,1.09457,0.000313729,0.000313729,0.000313729
248,330.384,0.4247,0.4082,0.78745,0.98768,1,0.995,0.68206,1.008,0.44953,1.09071,0.000308228,0.000308228,0.000308228
249,331.675,0.47622,0.42669,0.79157,0.98768,1,0.995,0.68206,1.008,0.44953,1.09071,0.000302727,0.000302727,0.000302727
250,333.016,0.39952,0.40939,0.79302,0.98653,1,0.995,0.66824,0.99587,0.44097,1.08929,0.000297226,0.000297226,0.000297226
251,334.306,0.45453,0.40614,0.80197,0.98653,1,0.995,0.66824,0.99587,0.44097,1.08929,0.000291725,0.000291725,0.000291725
252,335.651,0.46402,0.42415,0.80121,0.98646,1,0.995,0.70298,0.98414,0.45159,1.08607,0.000286224,0.000286224,0.000286224
253,336.95,0.44947,0.41871,0.79757,0.98646,1,0.995,0.70298,0.98414,0.45159,1.08607,0.000280723,0.000280723,0.000280723
254,338.27,0.45779,0.41029,0.79637,0.98698,1,0.995,0.70603,0.98803,0.43902,1.07898,0.000275222,0.000275222,0.000275222
255,339.585,0.41894,0.40823,0.77787,0.98698,1,0.995,0.70603,0.98803,0.43902,1.07898,0.000269721,0.000269721,0.000269721
256,340.913,0.45495,0.43367,0.8182,0.98727,1,0.995,0.70436,0.99882,0.43212,1.08238,0.00026422,0.00026422,0.00026422
257,342.214,0.47768,0.4258,0.78701,0.98727,1,0.995,0.70436,0.99882,0.43212,1.08238,0.000258718,0.000258718,0.000258718
258,343.593,0.45519,0.41035,0.80705,0.98697,1,0.995,0.69669,1.01005,0.42993,1.08838,0.000253217,0.000253217,0.000253217
